Cited in,Work_id,Title,First author,First author id,Institution name,Affiliation 
https://openalex.org/W4385667497,https://openalex.org/W1971536574,Efficient exciton dissociation via two-step photoexcitation in polymeric semiconductors,Carlos Silva,https://openalex.org/A5100417531,University of Cambridge,"['Cavendish Laboratory, University of Cambridge, Madingley Road, Cambridge CB3 0HE, United Kingdom']"
https://openalex.org/W4385667497,https://openalex.org/W1982497316,Origin of photoluminescence signals obtained by picosecond-excitation correlation measurements,J. L. A. Chilla,https://openalex.org/A5031050720,Colorado State University,"['Center for Optoelectronic Computing Systems and Department of Electrical Engineering, Colorado State University, Fort Collins, Colorado 80523']"
https://openalex.org/W4385667497,https://openalex.org/W1983887773,"Exciton dissociation mechanisms in the polymeric semiconductors poly(9,9-dioctylfluorene) and poly(9,9-dioctylfluorene-co-benzothiadiazole)",Mark Stevens,https://openalex.org/A5033601413,University of Cambridge,"['Cavendish Laboratory, University of Cambridge Madingley Road, Cambridge CB3 0HE (United Kingdom)']"
https://openalex.org/W4385667497,https://openalex.org/W1987258598,Femtosecond excitation correlation spectroscopy of single-walled carbon nanotubes: Analysis based on nonradiative multiexciton recombination processes,Yuhei Miyauchi,https://openalex.org/A5031648329,Kyoto Bunkyo University,"['Center for Integrated Science and Engineering, Columbia University, New York, New York 10027, USA', 'Institute for Chemical Research, Kyoto University, Uji, Kyoto 611-0011, Japan']"
https://openalex.org/W4385667497,https://openalex.org/W2003060793,Exciton Localization of Single-Walled Carbon Nanotubes Revealed by Femtosecond Excitation Correlation Spectroscopy,Hideki Hirori,https://openalex.org/A5020744649,Kyoto University,"['Institute for Chemical Research, Kyoto University Gokasho, Uji, Kyoto 611‐0011, Japan,']"
https://openalex.org/W4385667497,https://openalex.org/W2009638482,Time resolved luminescence of photoexcited <i>p</i>-type gallium arsenide by population mixing,David L. Rosen,https://openalex.org/A5068485726,City College of New York,"['Picosecond Laser and Spectroscopy Laboratory, Physcis Department, The City College of New York, New York, New York 10031']"
https://openalex.org/W4385667497,https://openalex.org/W2012910000,Picosecond correlation effects in the hot luminescence of GaAs,D. von der Linde,https://openalex.org/A5089827944,Max Planck Institute for Solid State Research,"['Max-Planck-Institut für Festkörperforschung, Heisenbergstr. 1, D-7000 Stuttgart 80 Germany']"
https://openalex.org/W4385667497,https://openalex.org/W2023341478,Time-dependent energy transfer rates in a conjugated polymer guest-host system,Laura M. Herz,https://openalex.org/A5057247667,University of Oxford,"['Clarendon Laboratory, Parks Road, Oxford OX1 3PU, United Kingdom']"
https://openalex.org/W4385667497,https://openalex.org/W2053804962,Monte Carlo Simulation of Exciton Bimolecular Annihilation Dynamics in Supramolecular Semiconductor Architectures,Daniel Clément,https://openalex.org/A5089321218,University of Cambridge,"['Cavendish Laboratory, University of Cambridge, Madingley Road, Cambridge CB3 0HE, United Kingdom']"
https://openalex.org/W4385667497,https://openalex.org/W2055191267,Ultrafast excitation cross-correlation photoconductivity in polyfluorene photodiodes,Alessio Gambetta,https://openalex.org/A5024878752,INFN Sezione di Milano,"['IFN-CNR, Politecnico di Milano Dipartimento di Fisica, ULTRAS-INFM sezione di Milano, , P.zza L.Da Vinci 32, I-20133 Milan, Italy']"
https://openalex.org/W4385667497,https://openalex.org/W2069852394,Fluorescence-detected two-dimensional electronic coherence spectroscopy by acousto-optic phase modulation,Patrick F. Tekavec,https://openalex.org/A5039367003,University of Oregon,"['University of Oregon Department of Physics, , Eugene, Oregon 97403, USA']"
https://openalex.org/W4385667497,https://openalex.org/W2083637178,Application of femtosecond-excitation correlation to the study of emission dynamics in hexagonal GaN,Stanley Pau,https://openalex.org/A5010935445,Max Planck Institute for Solid State Research,"['Max-Planck-Institut für Festkörperforschung, Heisenbergstrasse 1, 70569, Stuttgart, Germany']"
https://openalex.org/W4385667497,https://openalex.org/W2091798326,Picosecond time-resolved photoluminescence using picosecond excitation correlation spectroscopy,Matthew B. Johnson,https://openalex.org/A5101422600,California Institute of Technology,"['T. J. Watson, Sr., Laboratory of Applied Physics, California Institute of Technology, Pasadena, California 91125']"
https://openalex.org/W4385667497,https://openalex.org/W2098527861,The Role of Driving Energy and Delocalized States for Charge Separation in Organic Semiconductors,Artem A. Bakulin,https://openalex.org/A5049502490,University of Cambridge,"['Cavendish laboratory, University of Cambridge, JJ Thomson Avenue, Cambridge CB30HE, UK.']"
https://openalex.org/W4385667497,https://openalex.org/W2131693811,Exciton and polaron dynamics in a step-ladder polymeric semiconductor: the influence of interchain order,Carlos Silva,https://openalex.org/A5100417531,University of Cambridge,"['Cavendish Laboratory, University of Cambridge   Madingley Road, Cambridge CB3 0HE, UK']"
https://openalex.org/W4385667497,https://openalex.org/W2133603632,Multidimensional coherent photocurrent spectroscopy of a semiconductor nanostructure,Gaël Nardin,https://openalex.org/A5062402356,National Institute of Standards and Technology,"['JILA, University of Colorado & National Institute of Standards and Technology, Boulder, CO 80309-0440']"
https://openalex.org/W4385667497,https://openalex.org/W2209211204,Ultrafast Spectroscopy with Photocurrent Detection: Watching Excitonic Optoelectronic Systems at Work,Artem A. Bakulin,https://openalex.org/A5049502490,University of Cambridge,"['Cavendish Laboratory, University of Cambridge, Cambridge CB3 0HE, United Kingdom']"
https://openalex.org/W4385667497,https://openalex.org/W2252926782,Ultrafast decoherence dynamics govern photocarrier generation efficiencies in polymer solar cells,Eleonora Vella,https://openalex.org/A5039522745,Regroupement Québécois sur les Matériaux de Pointe,"['Department of Physics and Regroupement québécois sur les matériaux de pointe, Université de Montréal, C.P. 6128, Succursale centre-ville, Montréal, H3C 3J7, Canada']"
https://openalex.org/W4385667497,https://openalex.org/W2317884741,"Recombination Kinetics in Organic-Inorganic Perovskites: Excitons, Free Charge, and Subgap States",Samuel D. Stranks,https://openalex.org/A5077878068,University of Oxford,"['Department of Physics, University of Oxford, Parks Road, Oxford, OX1 3PU, United Kingdom']"
https://openalex.org/W4385667497,https://openalex.org/W2365412281,"Electroabsorption Spectroscopy Measurements of the Exciton Binding Energy, Electron–Hole Reduced Effective Mass, and Band Gap in the Perovskite CH<sub>3</sub>NH<sub>3</sub>PbI<sub>3</sub>",Mark E. Ziffer,https://openalex.org/A5024171865,University of Washington,"['Department\rof Chemistry, University of Washington, Box 351700, Seattle, Washington 98195-1700, United States']"
https://openalex.org/W4385667497,https://openalex.org/W2522162104,Nonlinear Carrier Interactions in Lead Halide Perovskites and the Role of Defects,Ajay Ram Srimath Kandada,https://openalex.org/A5023786923,Center for Nano Science and Technology,"['Center\rfor Nano Science and Technology @Polimi, Istituto Italiano di Tecnologia, via Giovanni Pascoli 70/3, 20133 Milano, Italy']"
https://openalex.org/W4385667497,https://openalex.org/W2607738424,Excitonic coupling dominates the homogeneous photoluminescence excitation linewidth in semicrystalline polymeric semiconductors,Pascal Grégoire,https://openalex.org/A5090176524,Regroupement Québécois sur les Matériaux de Pointe,"['Département de Physique and Regroupement québécois sur les matériaux de pointe, Université de Montréal, Case Postale 6128, succursale Centre-ville, Montréal H3C 3J7, Canada']"
https://openalex.org/W4385667497,https://openalex.org/W2936845257,Differentiation of True Nonlinear and Incoherent Mixing of Linear Signals in Action-Detected 2D Spectroscopy,Alex Arash Sand Kalaee,https://openalex.org/A5089179935,Lund University,"['Mathematical Physics and NanoLund, Lund University, P.O. Box 118, 22100 Lund, Sweden']"
https://openalex.org/W4385667497,https://openalex.org/W2971726561,Charge-Carrier Recombination in Halide Perovskites,Dane W. deQuilettes,https://openalex.org/A5064192921,Massachusetts Institute of Technology,"['Department of Chemistry, University of Washington, Box 351700, Seattle, Washington 98195-1700, United States', 'Research Laboratory of Electronics, Massachusetts Institute of Technology, 77 Massachusetts Avenue, Cambridge, Massachusetts 02139, United States']"
https://openalex.org/W4385667497,https://openalex.org/W2984807351,Nonlinear Photocurrent Spectroscopy of Layered 2D Perovskite Quantum Wells,Ninghao Zhou,https://openalex.org/A5087195540,University of North Carolina at Chapel Hill,"['Department of Chemistry, University of North Carolina at Chapel Hill, Chapel Hill, North Carolina 27599, United States']"
https://openalex.org/W4385667497,https://openalex.org/W3013206374,Ultrafast Photocurrent and Absorption Microscopy of Few-Layer Transition Metal Dichalcogenide Devices That Isolate Rate-Limiting Dynamics Driving Fast and Efficient Photoresponse,Kyle T. Vogt,https://openalex.org/A5043255921,Oregon State University,"['Department of Physics, Oregon State University, Corvallis, Oregon 97331, United States']"
https://openalex.org/W4385667497,https://openalex.org/W3084042410,Are Shockley-Read-Hall and ABC models valid for lead halide perovskites?,Alexander Kiligaridis,https://openalex.org/A5033762727,Lund University,"['Chemical Physics and NanoLund, Lund University, P.O. Box 118, Lund, 22100, Sweden']"
https://openalex.org/W4385667497,https://openalex.org/W3092131246,Nonlinear fluorescence spectroscopy of layered perovskite quantum wells,Zhenyu Ouyang,https://openalex.org/A5072222350,University of North Carolina at Chapel Hill,"['Department of Chemistry, University of North Carolina at Chapel Hill , Chapel Hill, North Carolina 27599, USA']"
https://openalex.org/W4385667497,https://openalex.org/W3092935121,Long-range exciton diffusion in molecular non-fullerene acceptors,Yuliar Firdaus,https://openalex.org/A5065975451,King Abdullah University of Science and Technology,"['King Abdullah University of Science and Technology (KAUST), KAUST Solar Center (KSC), Physical Sciences and Engineering Division (PSE), Material Science and Engineering Program (MSE), 23955-6900, Thuwal, Kingdom of Saudi Arabia']"
https://openalex.org/W4385667497,https://openalex.org/W3099010846,Incoherent population mixing contributions to phase-modulation two-dimensional coherent excitation spectra,Pascal Grégoire,https://openalex.org/A5090176524,Université de Montréal,"['Département de physique, Université de Montréal 1 , C.P. 6128, Succursale Centre-Ville, Montréal, Québec H3C 3J7, Canada']"
https://openalex.org/W4385667497,https://openalex.org/W3123705365,Elucidation of Quantum-Well-Specific Carrier Mobilities in Layered Perovskites,Ninghao Zhou,https://openalex.org/A5087195540,University of North Carolina at Chapel Hill,"['Department of Chemistry, University of North Carolina at Chapel Hill, Chapel Hill, North Carolina 27599, United States']"
https://openalex.org/W4385667497,https://openalex.org/W3131392783,Bulk halide perovskites as triplet sensitizers: progress and prospects in photon upconversion,Zachary A. VanOrman,https://openalex.org/A5062915332,Florida State University,"['Department of Chemistry and Biochemistry, Florida State University, Tallahassee, FL 32306, USA', 'Florida State University', 'Tallahassee', 'USA']"
https://openalex.org/W4385667497,https://openalex.org/W3084042410,Are Shockley-Read-Hall and ABC models valid for lead halide perovskites?,Alexander Kiligaridis,https://openalex.org/A5033762727,Lund University,"['Chemical Physics and NanoLund, Lund University, P.O. Box 118, Lund, 22100, Sweden']"
https://openalex.org/W4385667497,https://openalex.org/W4205587181,Frenkel biexcitons in hybrid HJ photophysical aggregates,Elizabeth Gutiérrez‐Meza,https://openalex.org/A5084644271,Georgia Institute of Technology,"['School of Chemistry and Biochemistry, Georgia Institute of Technology, 901 Atlantic Drive, Atlanta, GA 30332, USA.']"
https://openalex.org/W4385667497,https://openalex.org/W4214602689,Quasi-Steady-State Measurement of Exciton Diffusion Lengths in Organic Semiconductors,Drew B. Riley,https://openalex.org/A5007017822,Swansea University,"['Sustainable Advanced Materials Programme (Sêr SAM), Department of Physics, Swansea University, Singleton Park, Swansea SA2 8PP, United Kingdom']"
https://openalex.org/W4385667497,https://openalex.org/W4250005192,Electronic Processes in Organic Semiconductors,Anna Köhler,https://openalex.org/A5035558194,error,[]
https://openalex.org/W4385667497,https://openalex.org/W4280609998,Free charge photogeneration in a single component high photovoltaic efficiency organic semiconductor,Michael B. Price,https://openalex.org/A5042374722,Victoria University of Wellington,"['School of Chemical and Physical Sciences, Victoria University of Wellington, Wellington, New Zealand']"
https://openalex.org/W4385667497,https://openalex.org/W4304013917,Light intensity dependence of the photocurrent in organic photovoltaic devices,Stefan Zeiske,https://openalex.org/A5034282499,Swansea University,"['Sustainable Advanced Materials (Sêr-SAM), Department of Physics, Swansea University, Singleton Park, Swansea, Wales SA2 8PP, UK']"
https://openalex.org/W4385667497,https://openalex.org/W4306392269,Interface Reconstruction from Ruddlesden–Popper Structures Impacts Stability in Lead Halide Perovskite Solar Cells,Carlo A. R. Perini,https://openalex.org/A5011798579,Georgia Institute of Technology,"['School of Materials Science and Engineering, Georgia Institute of Technology, Atlanta, GA, 30332 USA']"
https://openalex.org/W4385667497,https://openalex.org/W4307287673,(3-Aminopropyl)trimethoxysilane Surface Passivation Improves Perovskite Solar Cell Performance by Reducing Surface Recombination Velocity,Yangwei Shi,https://openalex.org/A5058226364,University of Washington,"['Department of Chemistry, University of Washington, Seattle, Washington98195, United States', 'Molecular Engineering & Sciences Institute, University of Washington, Seattle, Washington98195, United States']"
https://openalex.org/W4385667497,https://openalex.org/W4308437352,Identifying incoherent mixing effects in the coherent two-dimensional photocurrent excitation spectra of semiconductors,Ilaria Bargigia,https://openalex.org/A5084084531,Georgia Institute of Technology,"['School of Chemistry and Biochemistry, Georgia Institute of Technology 1 , 901 Atlantic Drive, Atlanta, Georgia 30332, USA']"
https://openalex.org/W4385667497,https://openalex.org/W4318948883,Uncovering Transport Mechanisms in Perovskite Materials and Devices with Recombination-Induced Action Spectroscopies,Meredith G. McNamee,https://openalex.org/A5019279100,University of North Carolina at Chapel Hill,"['Department of Chemistry, University of North Carolina at Chapel Hill, Chapel Hill, North Carolina 27599, United States']"
https://openalex.org/W4385988002,https://openalex.org/W2015683881,On the generators of quantum dynamical semigroups,Göran Lindblad,https://openalex.org/A5068955842,KTH Royal Institute of Technology,"['Department of Theoretical Physics, Royal Institute of Technology, Stockholm 70, Sweden']"
https://openalex.org/W4385988002,https://openalex.org/W2017154611,Coherence in Spontaneous Radiation Processes,R. H. Dicke,https://openalex.org/A5048547727,Princeton University,"['Palmer Physical Laboratory, Princeton University, Princeton, New Jersey,']"
https://openalex.org/W4385988002,https://openalex.org/W2026354169,Exciton Analysis in 2D Electronic Spectroscopy,Minhaeng Cho,https://openalex.org/A5027685378,Korea University,"['Department of Chemistry and Center for Multidimensional Spectroscopy, Division of Chemistry and Molecular Engineering, Korea University, Seoul 136-701, Korea']"
https://openalex.org/W4385988002,https://openalex.org/W2038143941,Coherent two-dimensional photocurrent spectroscopy in a PbS quantum dot photocell,Khadga Jung Karki,https://openalex.org/A5076134389,Lund University,"['Department of Chemical Physics, Lund University , Lund, Sweden.']"
https://openalex.org/W4385988002,https://openalex.org/W2054620955,Picosecond coherence coupling in the pump and probe technique,Z. Valy Vardeny,https://openalex.org/A5048766371,Brown University,"['Division of Engineering and Department of Physics Brown University, Providence, RI 02912, USA']"
https://openalex.org/W4385988002,https://openalex.org/W2069852394,Fluorescence-detected two-dimensional electronic coherence spectroscopy by acousto-optic phase modulation,Patrick F. Tekavec,https://openalex.org/A5039367003,University of Oregon,"['University of Oregon Department of Physics, , Eugene, Oregon 97403, USA']"
https://openalex.org/W4385988002,https://openalex.org/W2080125084,Proposed realization of the Dicke-model quantum phase transition in an optical cavity QED system,Felipe Dimer,https://openalex.org/A5042862001,University of Auckland,"['Department of Physics,  University of Auckland, Private Bag 92019,  Auckland, New Zealand']"
https://openalex.org/W4385988002,https://openalex.org/W2088307177,Two-dimensional spectroscopy of electronic couplings in photosynthesis,Tobias Brixner,https://openalex.org/A5073962411,QB3,"['Department of Chemistry, and the Institute for Quantitative Biomedical Research (QB3), University of California, Berkeley']"
https://openalex.org/W4385988002,https://openalex.org/W2092666842,Dicke-Model Phase Transition in the Quantum Motion of a Bose-Einstein Condensate in an Optical Cavity,Dávid Nagy,https://openalex.org/A5054786733,Institute for Solid State Physics and Optics,"['Research Institute for Solid State Physics and Optics, H-1525 Budapest P.O. Box 49, Hungary']"
https://openalex.org/W4385988002,https://openalex.org/W2101419359,Simulation Protocols for Coherent Femtosecond Vibrational Spectra of Peptides,Wei Zhuang,https://openalex.org/A5088189891,"University of California, Irvine","['Department of Chemistry, University of California at Irvine, Irvine, California 92697-2025']"
https://openalex.org/W4385988002,https://openalex.org/W2105576535,Two-Dimensional Femtosecond Spectroscopy,David M. Jonas,https://openalex.org/A5091632025,University of Colorado Boulder,"['Department of Chemistry and Biochemistry, University of Colorado, Boulder, Colorado 80309-0215;']"
https://openalex.org/W4385988002,https://openalex.org/W2121627664,Dicke quantum phase transition with a superfluid gas in an optical cavity,Kristian Baumann,https://openalex.org/A5005285007,ETH Zurich,"['Institute for Quantum Electronics, ETH Zürich, 8093 Zürich, Switzerland ,']"
https://openalex.org/W4385988002,https://openalex.org/W2154196599,QuTiP 2: A Python framework for the dynamics of open quantum systems,J. Johansson,https://openalex.org/A5010408027,RIKEN Advanced Science Institute,"['Advanced Science Institute, RIKEN, Wako-shi, Saitama 351-0198, Japan']"
https://openalex.org/W4385988002,https://openalex.org/W2159312847,Experimental Implementations of Two-Dimensional Fourier Transform Electronic Spectroscopy,Franklin D. Fuller,https://openalex.org/A5090922242,University of Michigan–Ann Arbor,"['Department of Physics, University of Michigan, Ann Arbor, Michigan 48109;']"
https://openalex.org/W4385988002,https://openalex.org/W2209211204,Ultrafast Spectroscopy with Photocurrent Detection: Watching Excitonic Optoelectronic Systems at Work,Artem A. Bakulin,https://openalex.org/A5049502490,University of Cambridge,"['Cavendish Laboratory, University of Cambridge, Cambridge CB3 0HE, United Kingdom']"
https://openalex.org/W4385988002,https://openalex.org/W2252926782,Ultrafast decoherence dynamics govern photocarrier generation efficiencies in polymer solar cells,Eleonora Vella,https://openalex.org/A5039522745,Regroupement Québécois sur les Matériaux de Pointe,"['Department of Physics and Regroupement québécois sur les matériaux de pointe, Université de Montréal, C.P. 6128, Succursale centre-ville, Montréal, H3C 3J7, Canada']"
https://openalex.org/W4385988002,https://openalex.org/W2412759929,Probing polaron excitation spectra in organic semiconductors by photoinduced-absorption-detected two-dimensional coherent spectroscopy,Hao Li,https://openalex.org/A5100348592,University of Houston,"['Department of Chemistry, University of Houston, Houston, TX 77204, United States']"
https://openalex.org/W4385988002,https://openalex.org/W2746718465,The Theory of Relaxation Processes,Alfred G. Redfield,https://openalex.org/A5043473088,IBM (United States),"['IBM WATSON LABORATORY, COLUMBIA UNIVERSITY, NEW YORK, NEW YORK']"
https://openalex.org/W4385988002,https://openalex.org/W2993477841,Ultrafast Spectroscopy: State of the Art and Open Challenges,Margherita Maiuri,https://openalex.org/A5015785102,Politecnico di Milano,"['IFN-CNR, Dipartimento di Fisica, Politecnico di Milano, Piazza Leonardo da Vinci 32, I-20133 Milano, Italy']"
https://openalex.org/W4385988002,https://openalex.org/W3020947059,Multidimensional Femtosecond Correlation Spectroscopies of Electronic and Vibrational Excitations,Shaul Mukamel,https://openalex.org/A5085637107,University of Rochester,"['Department of Chemistry and Rochester Theory Center for Optical Science and Engineering, University of Rochester, PO Box 270216, Rochester, New York 14627-0216;']"
https://openalex.org/W4385988002,https://openalex.org/W3195172846,Dicke model,Mor M. Roses,https://openalex.org/A5071215821,Bar-Ilan University,"['Department of Physics, Bar-Ilan University, Ramat Gan, Israel']"
https://openalex.org/W4385988002,https://openalex.org/W4221051594,Homogeneous Optical Line Widths in Hybrid Ruddlesden–Popper Metal Halides Can <i>Only</i> Be Measured Using Nonlinear Spectroscopy,Ajay Ram Srimath Kandada,https://openalex.org/A5023786923,Wake Forest University,"['Department of Physics and Center for Functional Materials, Wake Forest University, 1834 Wake Forest Road, Winston-Salem, North Carolina 27109, United States']"
https://openalex.org/W4385988002,https://openalex.org/W90489130,Chapter 5 Multidimensional Electronic and Vibrational Spectroscopy,Jennifer P. Ogilvie,https://openalex.org/A5007751623,University of Michigan–Ann Arbor,"['Department of Physics and Biophysics, University of Michigan, Ann Arbor, MI 48109, USA.']"
https://openalex.org/W4205587181,https://openalex.org/W1620111872,Green’s Functions in Quantum Physics,E. N. Economou,https://openalex.org/A5083942178,University of Crete,"['Crete Univ., Heraklion, Crete (Greece). Dept. of Physics']"
https://openalex.org/W4205587181,https://openalex.org/W1965777749,Effect of interchain coupling on a biexciton in organic polymers,Kun Gao,https://openalex.org/A5038210442,Shandong University,"['School of Physics, Shandong University, Jinan 250100, China', 'State Key Laboratory of Crystal Materials, Shandong University, Jinan 250100, China']"
https://openalex.org/W4205587181,https://openalex.org/W1971536574,Efficient exciton dissociation via two-step photoexcitation in polymeric semiconductors,Carlos Silva,https://openalex.org/A5100417531,University of Cambridge,"['Cavendish Laboratory, University of Cambridge, Madingley Road, Cambridge CB3 0HE, United Kingdom']"
https://openalex.org/W4205587181,https://openalex.org/W1971636336,"X-ray Scattering Study of Thin Films of Poly(2,5-bis(3-alkylthiophen-2-yl)thieno[3,2-<i>b</i>]thiophene)",Michael L. Chabinyc,https://openalex.org/A5046560705,National Institute of Standards and Technology,"['Contribution from the Palo Alto Research Center, Palo Alto, California 94304, Stanford\rSynchrotron Research Laboratory, Stanford Linear Accelerator Center, Menlo Park, California\r94025, Polymers Division, National Institute of Standards and Technology, Gaithersburg,\rMaryland 20899, and Merck Chemicals, Chilworth Science Park, Southampton, U.K.']"
https://openalex.org/W4205587181,https://openalex.org/W1972333973,Role of Intermolecular Coupling in the Photophysics of Disordered Organic Semiconductors: Aggregate Emission in Regioregular Polythiophene,Jenny Clark,https://openalex.org/A5070060370,University of Cambridge,"['Cavendish Laboratory, University of Cambridge J. J. Thomson Avenue, Cambridge CB3 0HE, United Kingdom']"
https://openalex.org/W4205587181,https://openalex.org/W1972731647,Tunable exciton interactions in optical lattices with polar molecules,Ping Xiang,https://openalex.org/A5053923667,University of British Columbia,"['Department of Chemistry, University of British Columbia, Vancouver, Canada V6T 1Z1']"
https://openalex.org/W4205587181,https://openalex.org/W1973731623,Lattice theory of ultrafast excitonic and charge-transfer dynamics in DNA,Eric R. Bittner,https://openalex.org/A5059402471,University of Houston,"['University of Houston Department of Chemistry, , Houston, Texas 77204 and Texas Center for Superconductivity, , Houston, Texas 77204']"
https://openalex.org/W4205587181,https://openalex.org/W1975192734,A new approach to the molecular biexciton theory,G. B. Vektaris,https://openalex.org/A5042814033,Vilnius University,"['Institute of Theoretical Physics and Astronomy, A. Goštauto 12, 2600 Vilnius, Lithuania']"
https://openalex.org/W4205587181,https://openalex.org/W1975441847,"Exciton−Exciton Correlations Revealed by Two-Quantum, Two-Dimensional Fourier Transform Optical Spectroscopy",Katherine W. Stone,https://openalex.org/A5072474104,Massachusetts Institute of Technology,"['Department of Chemistry, Massachusetts Institute of Technology, Cambridge,. Massachusetts 02139 (USA)']"
https://openalex.org/W4205587181,https://openalex.org/W1981518063,Two-dimensional spatial coherence of excitons in semicrystalline polymeric semiconductors: Effect of molecular weight,Francis Paquin,https://openalex.org/A5018079250,Regroupement Québécois sur les Matériaux de Pointe,"['Département de physique & Regroupement québécois sur les matériaux de pointe, Université de Montréal, C. P. 6128, Succursale centre-ville, Montréal (Québec) H3C 3J7, Canada']"
https://openalex.org/W4205587181,https://openalex.org/W1981619366,Evidence for exciton-exciton binding in a molecular aggregate,Aparna Chakrabarti,https://openalex.org/A5071394477,University of Arizona,"['Department of Physics, University of Arizona, Tucson, Arizona 85721.']"
https://openalex.org/W4205587181,https://openalex.org/W1983887773,"Exciton dissociation mechanisms in the polymeric semiconductors poly(9,9-dioctylfluorene) and poly(9,9-dioctylfluorene-co-benzothiadiazole)",Mark Stevens,https://openalex.org/A5033601413,University of Cambridge,"['Cavendish Laboratory, University of Cambridge Madingley Road, Cambridge CB3 0HE (United Kingdom)']"
https://openalex.org/W4205587181,https://openalex.org/W1989355537,Liquid-crystalline semiconducting polymers with high charge-carrier mobility,Iain McCulloch,https://openalex.org/A5034296749,Merck (United Kingdom),"['Merck Chemicals, Chilworth Science Park, Southampton, S016 7QD, UK']"
https://openalex.org/W4205587181,https://openalex.org/W2008495005,Formation and dynamics of exciton pairs in solid argon probed by electron-stimulated ion desorption,Yuji Baba,https://openalex.org/A5059690258,Technical University of Munich,"['Physik-Department E 20, Technische Universität Müchen, D-8046 Garching, Federal Republic of Germany']"
https://openalex.org/W4205587181,https://openalex.org/W2012833647,Exciton-to-biexciton transition in quasi-one-dimensional organics,S. Mazumdar,https://openalex.org/A5047309480,Optical Sciences (United States),"['Department of Physics, and The Optical Sciences Center, University of Arizona, Tucson, Arizona 85721']"
https://openalex.org/W4205587181,https://openalex.org/W2020039974,Stable Biexcitons in Conjugated Polymers,Fan Guo,https://openalex.org/A5100729588,University of Arizona,"['Department of Physics, University of Arizona, Tucson, Arizona 85721']"
https://openalex.org/W4205587181,https://openalex.org/W2023957325,On the Transformation of light into Heat in Solids. I,J. Frenkel,https://openalex.org/A5018844921,University of Minnesota,"['Department of Physics, University of Minnesota']"
https://openalex.org/W4205587181,https://openalex.org/W2028046413,"Avogadro: an advanced semantic chemical editor, visualization, and analysis platform",Marcus D. Hanwell,https://openalex.org/A5063277841,Kitware (United States),"['Department of Chemistry, University of Pittsburgh, Pittsburgh, USA', 'Department of Scientific Computing, Kitware, Inc., Clifton Park, USA']"
https://openalex.org/W4205587181,https://openalex.org/W2029452299,Theory of biexcitons in one-dimensional polymers,Frank B. Gallagher,https://openalex.org/A5027735971,Temple University,"['Department of Chemistry, Temple University, Philadelphia, Pennsylvania 19122']"
https://openalex.org/W4205587181,https://openalex.org/W2030634135,Coherent measurements of high-order electronic correlations in quantum wells,Daniel B. Turner,https://openalex.org/A5078206358,Massachusetts Institute of Technology,"['Department of Chemistry, Massachusetts Institute of Technology, Cambridge,. Massachusetts 02139 (USA)']"
https://openalex.org/W4205587181,https://openalex.org/W2035711782,Molecular Basis of Mesophase Ordering in a Thiophene-Based Copolymer,Dean M. DeLongchamp,https://openalex.org/A5055991751,National Institute of Standards and Technology,"['National Institute of Standards and Technology, Gaithersburg, Maryland 20899; Stanford Synchrotron Radiation Laboratory, Menlo Park, California 94025; Department of Materials, Queen Mary, University of London, London E1 4NS, U.K.; and Department of Chemistry, Imperial College of London, London SW7 2AZ, U.K.']"
https://openalex.org/W4205587181,https://openalex.org/W2052477989,Biexciton states and two-photon absorption in molecular monolayers,Francis C. Spano,https://openalex.org/A5061538255,Temple University,"['Department of Chemistry, Temple University, Philadelphia, Pennsylvania 19122']"
https://openalex.org/W4205587181,https://openalex.org/W3103514251,Determining exciton bandwidth and film microstructure in polythiophene films using linear absorption spectroscopy,Jenny Clark,https://openalex.org/A5070060370,Politecnico di Milano,"['Politecnico di Milano 1 Dipartimento di Fisica, , Piazza Leonardo da Vinci, 32, Milano 20133, Italy']"
https://openalex.org/W4205587181,https://openalex.org/W2064502374,Kinematic Frenkel biexcitons,V.M. Agranovich,https://openalex.org/A5036174940,Russian Academy of Sciences,"['Institute of Spectroscopy, Russian Academy of Sciences, 142092  Troitsk, Moscow Region, Russia']"
https://openalex.org/W4205587181,https://openalex.org/W2069852394,Fluorescence-detected two-dimensional electronic coherence spectroscopy by acousto-optic phase modulation,Patrick F. Tekavec,https://openalex.org/A5039367003,University of Oregon,"['University of Oregon Department of Physics, , Eugene, Oregon 97403, USA']"
https://openalex.org/W4205587181,https://openalex.org/W2084902551,Biexcitons in π-conjugated oligomers: Intensity-dependent femtosecond transient-absorption study,Victor I. Klimov,https://openalex.org/A5075570325,Los Alamos National Laboratory,"['Chemical Science and Technology Division, CST-6, Mail Stop J585, Los Alamos National Laboratory, Los Alamos, New Mexico 87545']"
https://openalex.org/W4205587181,https://openalex.org/W2102241594,Controlling the Interaction of Light with Polymer Semiconductors,Christoph Hellmann,https://openalex.org/A5017147893,Imperial College London,"['Department of Materials and Centre for Plastic Electronics, Imperial College London, London SW7 2AZ, UK']"
https://openalex.org/W4205587181,https://openalex.org/W2131693811,Exciton and polaron dynamics in a step-ladder polymeric semiconductor: the influence of interchain order,Carlos Silva,https://openalex.org/A5100417531,University of Cambridge,"['Cavendish Laboratory, University of Cambridge   Madingley Road, Cambridge CB3 0HE, UK']"
